,hmCH4,hmCO,hmPM10,hmPM25,hmNO2,hmNO,hmNOX,hmSO2,hmWD,hmRH,hmTEMP,hmWS,hmHCNM,hmUVA,hmUVB,hmO3
1830,,8.0,8.0,7.0,,,,8.0,,,,,,13.0,13.0,11.0
1831,,23.0,18.0,11.0,,,,20.0,,,,,,15.0,14.0,15.0
1832,,6.0,17.0,6.0,,,,7.0,,,,,,13.0,14.0,12.0
1833,,8.0,18.0,6.0,,,,6.0,,,,,,13.0,13.0,14.0
1834,,23.0,17.0,16.0,,,,23.0,,,,,,13.0,13.0,13.0
1835,,4.0,10.0,9.0,,,,12.0,,,,,,13.0,13.0,11.0
1836,,6.0,6.0,5.0,,,,12.0,,,,,,14.0,13.0,14.0
1837,,7.0,18.0,7.0,,,,12.0,,,,,,13.0,13.0,13.0
1838,,8.0,10.0,9.0,,,,12.0,,,,,,13.0,13.0,12.0
1839,,7.0,20.0,11.0,,,,12.0,,,,,,13.0,13.0,12.0
1840,,7.0,16.0,9.0,,,,12.0,,,,,,13.0,13.0,12.0
1841,,6.0,16.0,7.0,,,,7.0,,,,,,14.0,14.0,11.0
1842,,7.0,12.0,6.0,,,,7.0,,,,,,12.0,12.0,10.0
1843,,8.0,6.0,5.0,,,,7.0,,,,,,13.0,13.0,11.0
1844,,9.0,9.0,8.0,,,,8.0,,,,,,13.0,13.0,12.0
1845,,7.0,19.0,9.0,,,,20.0,,,,,,16.0,13.0,16.0
1846,,6.0,20.0,7.0,,,,12.0,,,,,,13.0,13.0,12.0
1847,,6.0,10.0,5.0,,,,12.0,,,,,,14.0,13.0,11.0
1848,,6.0,17.0,5.0,,,,6.0,,,,,,13.0,13.0,10.0
1849,,7.0,13.0,6.0,,,,8.0,,,,,,14.0,14.0,12.0
1850,,8.0,15.0,8.0,,,,8.0,,,,,,13.0,13.0,11.0
1851,,7.0,19.0,18.0,,,,21.0,,,,,,14.0,14.0,15.0
1852,,9.0,11.0,10.0,,,,7.0,,,,,,13.0,13.0,11.0
1853,,7.0,11.0,5.0,,,,6.0,,,,,,13.0,13.0,11.0
1854,,7.0,12.0,6.0,,,,7.0,,,,,,13.0,13.0,12.0
1855,,4.0,11.0,8.0,,,,9.0,,,,,,14.0,14.0,16.0
1856,,5.0,7.0,6.0,,,,5.0,,,,,,13.0,13.0,1.0
1857,,23.0,19.0,11.0,,,,20.0,,,,,,12.0,12.0,12.0
1858,,7.0,14.0,6.0,,,,8.0,,,,,,13.0,13.0,14.0
1859,,7.0,7.0,6.0,,,,7.0,,,,,,12.0,12.0,14.0
1860,,22.0,11.0,10.0,,,,9.0,,,,,,11.0,14.0,11.0
1861,,7.0,10.0,9.0,,,,7.0,,,,,,14.0,14.0,11.0
1862,,6.0,12.0,6.0,,,,7.0,,,,,,13.0,13.0,11.0
1863,,1.0,16.0,7.0,,,,5.0,,,,,,13.0,13.0,13.0
1864,,8.0,8.0,6.0,,,,8.0,,,,,,13.0,13.0,14.0
1865,,9.0,11.0,7.0,,,,15.0,,,,,,13.0,13.0,12.0
1866,,7.0,12.0,5.0,,,,12.0,,,,,,13.0,13.0,11.0
1867,,7.0,11.0,5.0,,,,8.0,,,,,,13.0,13.0,11.0
1868,,7.0,7.0,6.0,,,,7.0,,,,,,13.0,13.0,12.0
1869,,8.0,11.0,8.0,,,,12.0,,,,,,13.0,13.0,12.0
1870,,11.0,10.0,9.0,,,,12.0,,,,,,15.0,13.0,15.0
1871,,7.0,9.0,6.0,,,,7.0,,,,,,,,11.0
1872,,7.0,7.0,6.0,,,,7.0,,,,,,17.0,17.0,11.0
1873,,6.0,16.0,5.0,,,,9.0,,,,,,13.0,13.0,12.0
1874,,7.0,11.0,10.0,,,,7.0,,,,,,13.0,13.0,11.0
1875,,6.0,10.0,9.0,,,,7.0,,,,,,13.0,13.0,11.0
1876,,7.0,17.0,6.0,,,,9.0,,,,,,13.0,13.0,12.0
1877,,23.0,18.0,12.0,,,,23.0,,,,,,13.0,13.0,14.0
1878,,8.0,11.0,5.0,,,,12.0,,,,,,13.0,13.0,12.0
1879,,23.0,12.0,22.0,,,,13.0,,,,,,13.0,13.0,12.0
1880,,3.0,2.0,1.0,,,,13.0,,,,,,14.0,14.0,12.0
1881,,8.0,17.0,6.0,,,,2.0,,,,,,13.0,13.0,12.0
1882,,7.0,17.0,7.0,,,,7.0,,,,,,13.0,13.0,10.0
1883,,6.0,18.0,5.0,,,,7.0,,,,,,13.0,13.0,9.0
1884,,22.0,17.0,23.0,,,,7.0,,,,,,13.0,13.0,12.0
1885,,7.0,7.0,6.0,,,,8.0,,,,,,13.0,13.0,10.0
1886,,8.0,11.0,10.0,,,,11.0,,,,,,13.0,13.0,11.0
1887,,3.0,9.0,9.0,,,,10.0,,,,,,13.0,13.0,10.0
1888,,7.0,17.0,6.0,,,,7.0,,,,,,13.0,13.0,16.0
1889,,8.0,8.0,7.0,,,,8.0,,,,,,13.0,13.0,11.0
1890,,5.0,18.0,6.0,,,,8.0,,,,,,13.0,13.0,11.0
1891,,6.0,17.0,5.0,,,,8.0,,,,,,13.0,13.0,12.0
1892,,7.0,15.0,6.0,,,,7.0,,,,,,14.0,14.0,12.0
1893,,8.0,9.0,7.0,,,,9.0,,,,,,13.0,14.0,12.0
1894,,7.0,11.0,8.0,,,,9.0,,,,,,13.0,13.0,11.0
1895,,7.0,7.0,6.0,,,,7.0,,,,,,14.0,13.0,11.0
1896,,7.0,9.0,6.0,,,,12.0,,,,,,13.0,13.0,11.0
1897,,6.0,11.0,10.0,,,,7.0,,,,,,14.0,13.0,11.0
1898,,1.0,1.0,1.0,,,,11.0,,,,,,13.0,13.0,11.0
1899,,7.0,16.0,6.0,,,,9.0,,,,,,14.0,14.0,11.0
1900,,8.0,8.0,7.0,,,,8.0,,,,,,14.0,14.0,12.0
1901,,7.0,7.0,6.0,,,,13.0,,,,,,14.0,14.0,11.0
1902,,7.0,7.0,6.0,,,,7.0,,,,,,14.0,13.0,10.0
1903,,7.0,10.0,9.0,,,,7.0,,,,,,14.0,14.0,12.0
1904,,7.0,19.0,6.0,,,,7.0,,,,,,13.0,13.0,11.0
1905,,5.0,18.0,10.0,,,,7.0,,,,,,14.0,13.0,12.0
1906,,7.0,12.0,6.0,,,,21.0,,,,,,10.0,11.0,11.0
1907,,7.0,17.0,9.0,,,,8.0,,,,,,13.0,13.0,12.0
1908,,22.0,19.0,20.0,,,,7.0,,,,,,13.0,13.0,17.0
1909,,7.0,6.0,6.0,,,,20.0,,,,,,14.0,14.0,12.0
1910,,8.0,17.0,7.0,,,,12.0,,,,,,13.0,13.0,13.0
1911,,1.0,6.0,5.0,,,,8.0,,,,,,14.0,13.0,12.0
1912,,7.0,7.0,6.0,,,,9.0,,,,,,,,12.0
1913,,9.0,9.0,8.0,,,,22.0,,,,,,13.0,13.0,13.0
1914,,7.0,23.0,10.0,,,,12.0,,,,,,14.0,14.0,11.0
1915,,7.0,9.0,8.0,,,,21.0,,,,,,14.0,14.0,11.0
1916,,7.0,17.0,14.0,,,,7.0,,,,,,14.0,14.0,15.0
1917,,7.0,9.0,6.0,,,,8.0,,,,,,14.0,14.0,10.0
1918,,7.0,10.0,7.0,,,,12.0,,,,,,14.0,14.0,12.0
1919,,7.0,12.0,11.0,,,,8.0,,,,,,14.0,14.0,11.0
1920,,7.0,12.0,11.0,,,,12.0,,,,,,13.0,13.0,12.0
1921,,7.0,10.0,7.0,,,,12.0,,,,,,14.0,14.0,12.0
1922,,7.0,6.0,6.0,,,,8.0,,,,,,14.0,14.0,12.0
1923,,7.0,7.0,7.0,,,,8.0,,,,,,14.0,14.0,11.0
1924,,10.0,10.0,9.0,,,,8.0,,,,,,14.0,14.0,12.0
1925,,7.0,11.0,6.0,,,,8.0,,,,,,14.0,14.0,11.0
1926,,6.0,1.0,6.0,,,,,,,,,,13.0,13.0,11.0
1927,,7.0,7.0,6.0,,,,,,,,,,14.0,14.0,11.0
1928,,8.0,7.0,7.0,,,,,,,,,,14.0,14.0,12.0
1929,,8.0,8.0,7.0,,,,,,,,,,14.0,14.0,12.0
1930,,8.0,7.0,6.0,,,,,,,,,,14.0,13.0,12.0
1931,,23.0,18.0,5.0,,,,,,,,,,14.0,13.0,13.0
1932,,7.0,15.0,6.0,,,,,,,,,,13.0,14.0,12.0
1933,,6.0,19.0,7.0,,,,,,,,,,13.0,13.0,12.0
1934,,7.0,7.0,6.0,,,,,,,,,,14.0,14.0,12.0
1935,,7.0,9.0,6.0,,,,,,,,,,14.0,13.0,11.0
1936,,8.0,19.0,12.0,,,,,,,,,,14.0,14.0,12.0
1937,,7.0,12.0,9.0,,,,,,,,,,14.0,14.0,12.0
1938,,8.0,7.0,8.0,,,,,,,,,,14.0,14.0,12.0
1939,,1.0,7.0,7.0,,,,,,,,,,13.0,13.0,13.0
1940,,3.0,15.0,7.0,,,,,,,,,,13.0,13.0,13.0
1941,,7.0,13.0,6.0,,,,,,,,,,13.0,13.0,12.0
1942,,7.0,8.0,7.0,,,,,,,,,,14.0,13.0,12.0
1943,,8.0,8.0,7.0,,,,,,,,,,14.0,14.0,12.0
1944,,7.0,7.0,18.0,,,,,,,,,,14.0,13.0,13.0
1945,,7.0,7.0,8.0,,,,,,,,,,14.0,14.0,11.0
1946,,7.0,6.0,6.0,,,,,,,,,,16.0,16.0,13.0
1947,,7.0,9.0,7.0,,,,,,,,,,14.0,13.0,12.0
1948,,8.0,7.0,7.0,,,,,,,,,,14.0,13.0,13.0
1949,,9.0,9.0,7.0,,,,,,,,,,14.0,13.0,12.0
1950,,23.0,10.0,23.0,,,,,,,,,,12.0,12.0,18.0
1951,,7.0,7.0,6.0,,,,20.0,,,,,,14.0,14.0,12.0
1952,,8.0,8.0,7.0,,,,9.0,,,,,,14.0,14.0,14.0
1953,,11.0,12.0,7.0,,,,23.0,,,,,,14.0,14.0,12.0
1954,,11.0,11.0,8.0,,,,9.0,,,,,,14.0,13.0,12.0
1955,,8.0,7.0,7.0,,,,8.0,,,,,,14.0,13.0,12.0
1956,,8.0,8.0,7.0,,,,9.0,,,,,,12.0,12.0,12.0
1957,,8.0,9.0,8.0,,,,15.0,,,,,,12.0,12.0,12.0
1958,,8.0,10.0,8.0,,,,9.0,,,,,,13.0,13.0,12.0
1959,,10.0,18.0,9.0,,,,20.0,,,,,,12.0,12.0,14.0
1960,,7.0,11.0,7.0,,,,8.0,,,,,,13.0,12.0,13.0
1961,,5.0,19.0,7.0,,,,13.0,,,,,,,,13.0
1962,,8.0,7.0,7.0,,,,10.0,,,,,,12.0,12.0,13.0
1963,,9.0,18.0,12.0,,,,9.0,,,,,,13.0,12.0,13.0
1964,,23.0,11.0,10.0,,,,23.0,,,,,,13.0,12.0,13.0
1965,,7.0,7.0,6.0,,,,13.0,,,,,,13.0,13.0,12.0
1966,,11.0,15.0,11.0,,,,12.0,,,,,,13.0,12.0,12.0
1967,,10.0,19.0,10.0,,,,12.0,,,,,,13.0,13.0,13.0
1968,,23.0,12.0,10.0,,,,23.0,,,,,,12.0,12.0,16.0
1969,,7.0,7.0,6.0,,,,15.0,,,,,,12.0,12.0,13.0
1970,,8.0,18.0,7.0,,,,15.0,,,,,,12.0,12.0,12.0
1971,,9.0,19.0,8.0,,,,10.0,,,,,,13.0,13.0,12.0
1972,,8.0,8.0,7.0,,,,10.0,,,,,,12.0,12.0,14.0
1973,,21.0,21.0,10.0,,,,9.0,,,,,,13.0,13.0,14.0
1974,,8.0,7.0,7.0,,,,8.0,,,,,,13.0,13.0,13.0
1975,,22.0,18.0,11.0,,,,9.0,,,,,,13.0,13.0,12.0
1976,,8.0,7.0,9.0,,,,10.0,,,,,,12.0,12.0,13.0
1977,,,,,,,,,,,,,,,,
1978,,,,,,,,,,,,,,,,
1979,,,,,,,,,,,,,,,,
1980,,,,,,,,,,,,,,,,
1981,,,,,,,,,,,,,,,,
1982,,,,,,,,,,,,,,,,
1983,,,,,,,,,,,,,,,,
1984,,,,,,,,,,,,,,,,
1985,,,,,,,,,,,,,,,,
1986,,,,,,,,,,,,,,,,
1987,,,,,,,,,,,,,,,,
1988,,,,,,,,,,,,,,,,
1989,,,,,,,,,,,,,,,,
1990,,,,,,,,,,,,,,,,
1991,,,,,,,,,,,,,,,,
1992,,,,,,,,,,,,,,,,
1993,,,,,,,,,,,,,,,,
1994,,,,,,,,,,,,,,,,
1995,,,,,,,,,,,,,,,,
1996,,,,,,,,,,,,,,,,
1997,,,,,,,,,,,,,,,,
1998,,,,,,,,,,,,,,,,
1999,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,
2010,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,
2018,,,,,,,,,,,,,,,,
2019,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,
2022,,,,,,,,,,,,,,,,
2023,,,,,,,,,,,,,,,,
2024,,,,,,,,,,,,,,,,
2025,,,,,,,,,,,,,,,,
2026,,,,,,,,,,,,,,,,
2027,,,,,,,,,,,,,,,,
2028,,,,,,,,,,,,,,,,
2029,,,,,,,,,,,,,,,,
2030,,,,,,,,,,,,,,,,
2031,,,,,,,,,,,,,,,,
2032,,,,,,,,,,,,,,,,
2033,,,,,,,,,,,,,,,,
2034,,,,,,,,,,,,,,,,
2035,,,,,,,,,,,,,,,,
2036,,,,,,,,,,,,,,,,
2037,,,,,,,,,,,,,,,,
2038,,,,,,,,,,,,,,,,
2039,,,,,,,,,,,,,,,,
2040,,,,,,,,,,,,,,,,
2041,,,,,,,,,,,,,,,,
2042,,,,,,,,,,,,,,,,
2043,,,,,,,,,,,,,,,,
2044,,,,,,,,,,,,,,,,
2045,,,,,,,,,,,,,,,,
2046,,,,,,,,,,,,,,,,
2047,,,,,,,,,,,,,,,,
2048,,,,,,,,,,,,,,,,
2049,,,,,,,,,,,,,,,,
2050,,,,,,,,,,,,,,,,
2051,,,,,,,,,,,,,,,,
2052,,,,,,,,,,,,,,,,
2053,,,,,,,,,,,,,,,,
2054,,,,,,,,,,,,,,,,
2055,,,,,,,,,,,,,,,,
2056,,,,,,,,,,,,,,,,
2057,,,,,,,,,,,,,,,,
2058,,,,,,,,,,,,,,,,
2059,,,,,,,,,,,,,,,,
2060,,,,,,,,,,,,,,,,
2061,,,,,,,,,,,,,,,,
2062,,,,,,,,,,,,,,,,
2063,,,,,,,,,,,,,,,,
2064,,,,,,,,,,,,,,,,
2065,,,,,,,,,,,,,,,,
2066,,,,,,,,,,,,,,,,
2067,,,,,,,,,,,,,,,,
2068,,,,,,,,,,,,,,,,
2069,,,,,,,,,,,,,,,,
2070,,,,,,,,,,,,,,,,
2071,,,,,,,,,,,,,,,,
2072,,,,,,,,,,,,,,,,
2073,,,,,,,,,,,,,,,,
2074,,,,,,,,,,,,,,,,
2075,,,,,,,,,,,,,,,,
2076,,,,,,,,,,,,,,,,
2077,,,,,,,,,,,,,,,,
2078,,,,,,,,,,,,,,,,
2079,,,,,,,,,,,,,,,,
2080,,,,,,,,,,,,,,,,
2081,,,,,,,,,,,,,,,,
2082,,,,,,,,,,,,,,,,
2083,,,,,,,,,,,,,,,,
2084,,,,,,,,,,,,,,,,
2085,,,,,,,,,,,,,,,,
2086,,,,,,,,,,,,,,,,
2087,,,,,,,,,,,,,,,,
2088,,,,,,,,,,,,,,,,
2089,,,,,,,,,,,,,,,,
2090,,,,,,,,,,,,,,,,
2091,,,,,,,,,,,,,,,,
2092,,,,,,,,,,,,,,,,
2093,,,,,,,,,,,,,,,,
2094,,,,,,,,,,,,,,,,
2095,,,,,,,,,,,,,,,,
2096,,,,,,,,,,,,,,,,
2097,,,,,,,,,,,,,,,,
2098,,,,,,,,,,,,,,,,
2099,,,,,,,,,,,,,,,,
2100,,,,,,,,,,,,,,,,
2101,,,,,,,,,,,,,,,,
2102,,,,,,,,,,,,,,,,
2103,,,,,,,,,,,,,,,,
2104,,,,,,,,,,,,,,,,
2105,,,,,,,,,,,,,,,,
2106,,,,,,,,,,,,,,,,
2107,,,,,,,,,,,,,,,,
2108,,,,,,,,,,,,,,,,
2109,,,,,,,,,,,,,,,,
2110,,,,,,,,,,,,,,,,
2111,,,,,,,,,,,,,,,,
2112,,,,,,,,,,,,,,,,
2113,,,,,,,,,,,,,,,,
2114,,,,,,,,,,,,,,,,
2115,,,,,,,,,,,,,,,,
2116,,,,,,,,,,,,,,,,
2117,,,,,,,,,,,,,,,,
2118,,,,,,,,,,,,,,,,
2119,,,,,,,,,,,,,,,,
2120,,,,,,,,,,,,,,,,
2121,,,,,,,,,,,,,,,,
2122,,,,,,,,,,,,,,,,
2123,,,,,,,,,,,,,,,,
2124,,,,,,,,,,,,,,,,
2125,,,,,,,,,,,,,,,,
2126,,,,,,,,,,,,,,,,
2127,,,,,,,,,,,,,,,,
2128,,,,,,,,,,,,,,,,
2129,,,,,,,,,,,,,,,,
2130,,,,,,,,,,,,,,,,
2131,,,,,,,,,,,,,,,,
2132,,,,,,,,,,,,,,,,
2133,,,,,,,,,,,,,,,,
2134,,,,,,,,,,,,,,,,
2135,,,,,,,,,,,,,,,,
2136,,,,,,,,,,,,,,,,
2137,,,,,,,,,,,,,,,,
2138,,,,,,,,,,,,,,,,
2139,,,,,,,,,,,,,,,,
2140,,,,,,,,,,,,,,,,
2141,,,,,,,,,,,,,,,,
2142,,,,,,,,,,,,,,,,
2143,,,,,,,,,,,,,,,,
2144,,,,,,,,,,,,,,,,
2145,,,,,,,,,,,,,,,,
2146,,,,,,,,,,,,,,,,
2147,,,,,,,,,,,,,,,,
2148,,,,,,,,,,,,,,,,
2149,,,,,,,,,,,,,,,,
2150,,,,,,,,,,,,,,,,
2151,,,,,,,,,,,,,,,,
2152,,,,,,,,,,,,,,,,
2153,,,,,,,,,,,,,,,,
2154,,,,,,,,,,,,,,,,
2155,,,,,,,,,,,,,,,,
2156,,,,,,,,,,,,,,,,
2157,,,,,,,,,,,,,,,,
2158,,,,,,,,,,,,,,,,
2159,,,,,,,,,,,,,,,,
2160,,,,,,,,,,,,,,,,
2161,,,,,,,,,,,,,,,,
2162,,,,,,,,,,,,,,,,
2163,,,,,,,,,,,,,,,,
2164,,,,,,,,,,,,,,,,
2165,,,,,,,,,,,,,,,,
2166,,,,,,,,,,,,,,,,
2167,,,,,,,,,,,,,,,,
2168,,,,,,,,,,,,,,,,
2169,,,,,,,,,,,,,,,,
2170,,,,,,,,,,,,,,,,
2171,,,,,,,,,,,,,,,,
2172,,,,,,,,,,,,,,,,
2173,,,,,,,,,,,,,,,,
2174,,,,,,,,,,,,,,,,
2175,,,,,,,,,,,,,,,,
2176,,,,,,,,,,,,,,,,
2177,,,,,,,,,,,,,,,,
2178,,,,,,,,,,,,,,,,
2179,,,,,,,,,,,,,,,,
2180,,,,,,,,,,,,,,,,
2181,,,,,,,,,,,,,,,,
2182,,,,,,,,,,,,,,,,
2183,,,,,,,,,,,,,,,,
2184,,,,,,,,,,,,,,,,
2185,,,,,,,,,,,,,,,,
2186,,,,,,,,,,,,,,,,
2187,,,,,,,,,,,,,,,,
2188,,,,,,,,,,,,,,,,
2189,,,,,,,,,,,,,,,,
2190,,,,,,,,,,,,,,,,
2191,,5.0,16.0,5.0,,,,9.0,,,,,,,,12.0
2192,,21.0,19.0,20.0,,,,23.0,,,,,,,,14.0
2193,,8.0,15.0,7.0,,,,8.0,,,,,,,,13.0
2194,,7.0,7.0,6.0,,,,8.0,,,,,,,,11.0
2195,,6.0,18.0,5.0,,,,13.0,,,,,,,,11.0
2196,,8.0,13.0,7.0,,,,20.0,,,,,,9.0,9.0,12.0
2197,,7.0,16.0,9.0,,,,22.0,,,,,,12.0,12.0,13.0
2198,,7.0,18.0,6.0,,,,8.0,,,,,,,,13.0
2199,,5.0,6.0,10.0,,,,12.0,,,,,,,,12.0
2200,,7.0,15.0,6.0,,,,9.0,,,,,,12.0,12.0,11.0
2201,,7.0,12.0,17.0,,,,7.0,,,,,,12.0,12.0,11.0
2202,,7.0,19.0,23.0,,,,11.0,,,,,,13.0,13.0,16.0
2203,,7.0,17.0,5.0,,,,13.0,,,,,,13.0,13.0,11.0
2204,,8.0,14.0,7.0,,,,7.0,,,,,,13.0,13.0,13.0
2205,,8.0,15.0,7.0,,,,22.0,,,,,,13.0,13.0,13.0
2206,,14.0,16.0,13.0,,,,11.0,,,,,,11.0,11.0,15.0
2207,,23.0,21.0,23.0,,,,23.0,,,,,,13.0,13.0,14.0
2208,,6.0,6.0,5.0,,,,13.0,,,,,,15.0,14.0,12.0
2209,,2.0,17.0,6.0,,,,11.0,,,,,,13.0,13.0,16.0
2210,,7.0,7.0,6.0,,,,9.0,,,,,,13.0,13.0,14.0
2211,,7.0,8.0,8.0,,,,8.0,,,,,,13.0,13.0,11.0
2212,,9.0,16.0,8.0,,,,12.0,,,,,,9.0,9.0,13.0
2213,,2.0,16.0,15.0,,,,23.0,,,,,,,,16.0
2214,,7.0,10.0,6.0,,,,12.0,,,,,,12.0,12.0,15.0
2215,,7.0,10.0,9.0,,,,7.0,,,,,,13.0,13.0,11.0
2216,,7.0,10.0,9.0,,,,7.0,,,,,,13.0,13.0,11.0
2217,,7.0,8.0,6.0,,,,7.0,,,,,,13.0,13.0,11.0
2218,,7.0,11.0,10.0,,,,20.0,,,,,,13.0,13.0,11.0
2219,,7.0,9.0,4.0,,,,7.0,,,,,,13.0,13.0,14.0
2220,,6.0,17.0,16.0,,,,8.0,,,,,,13.0,13.0,12.0
2221,,7.0,14.0,6.0,,,,7.0,,,,,,13.0,13.0,11.0
2222,,9.0,11.0,10.0,,,,21.0,,,,,,13.0,13.0,11.0
2223,,19.0,19.0,18.0,,,,9.0,,,,,,13.0,13.0,15.0
2224,,9.0,11.0,10.0,,,,11.0,,,,,,13.0,13.0,12.0
2225,,7.0,22.0,7.0,,,,12.0,,,,,,13.0,13.0,11.0
2226,,9.0,18.0,17.0,,,,11.0,,,,,,13.0,13.0,11.0
2227,,23.0,14.0,13.0,,,,7.0,,,,,,13.0,13.0,11.0
2228,,12.0,12.0,11.0,,,,12.0,,,,,,13.0,13.0,11.0
2229,,7.0,18.0,10.0,,,,12.0,,,,,,13.0,13.0,11.0
2230,,7.0,14.0,12.0,,,,7.0,,,,,,13.0,13.0,12.0
2231,,8.0,11.0,10.0,,,,14.0,,,,,,12.0,12.0,11.0
2232,,8.0,10.0,9.0,,,,7.0,,,,,,13.0,13.0,11.0
2233,,1.0,17.0,7.0,,,,8.0,,,,,,13.0,13.0,11.0
2234,,23.0,17.0,20.0,,,,9.0,,,,,,14.0,14.0,13.0
2235,,23.0,23.0,22.0,,,,23.0,12.0,10.0,17.0,19.0,,13.0,13.0,11.0
2236,,7.0,9.0,8.0,,,,12.0,9.0,6.0,16.0,16.0,,14.0,13.0,12.0
2237,,7.0,16.0,5.0,,,,7.0,9.0,4.0,14.0,15.0,,15.0,15.0,11.0
2238,,8.0,8.0,7.0,,,,8.0,8.0,6.0,15.0,16.0,,13.0,13.0,10.0
2239,,6.0,7.0,6.0,,,,9.0,8.0,6.0,16.0,18.0,,13.0,13.0,15.0
2240,,6.0,16.0,15.0,,,,16.0,9.0,6.0,15.0,19.0,,13.0,13.0,15.0
2241,,23.0,23.0,20.0,,,,23.0,9.0,6.0,17.0,13.0,,13.0,13.0,13.0
2242,,9.0,17.0,8.0,,,,7.0,4.0,6.0,17.0,18.0,,13.0,13.0,11.0
2243,,23.0,12.0,11.0,,,,12.0,18.0,23.0,14.0,15.0,,13.0,13.0,12.0
2244,,7.0,7.0,6.0,,,,8.0,9.0,6.0,16.0,15.0,,13.0,13.0,12.0
2245,,7.0,18.0,11.0,,,,8.0,8.0,6.0,16.0,17.0,,13.0,13.0,12.0
2246,,7.0,3.0,19.0,,,,8.0,8.0,6.0,16.0,15.0,,13.0,13.0,14.0
2247,,23.0,22.0,21.0,,,,23.0,6.0,6.0,18.0,11.0,,14.0,13.0,16.0
2248,,22.0,19.0,19.0,,,,12.0,10.0,6.0,16.0,18.0,,13.0,13.0,12.0
2249,,7.0,17.0,9.0,,,,7.0,8.0,6.0,16.0,17.0,,14.0,14.0,11.0
2250,,7.0,7.0,6.0,,,,13.0,9.0,6.0,16.0,17.0,,13.0,13.0,12.0
2251,,7.0,7.0,5.0,,,,7.0,4.0,6.0,15.0,17.0,,14.0,13.0,11.0
2252,,7.0,7.0,6.0,,,,9.0,2.0,6.0,16.0,16.0,,13.0,13.0,10.0
2253,,7.0,7.0,6.0,,,,7.0,8.0,6.0,15.0,17.0,,13.0,13.0,11.0
2254,,7.0,17.0,8.0,,,,7.0,11.0,6.0,16.0,17.0,,13.0,13.0,11.0
2255,,8.0,17.0,7.0,,,,9.0,8.0,6.0,14.0,15.0,,13.0,13.0,11.0
2256,,7.0,11.0,10.0,,,,8.0,5.0,6.0,17.0,18.0,,13.0,13.0,14.0
2257,,7.0,7.0,6.0,,,,7.0,2.0,6.0,15.0,17.0,,13.0,13.0,12.0
2258,,7.0,10.0,6.0,,,,7.0,10.0,6.0,16.0,16.0,,13.0,13.0,11.0
2259,,7.0,9.0,6.0,,,,7.0,9.0,6.0,16.0,15.0,,13.0,13.0,12.0
2260,,7.0,5.0,4.0,,,,7.0,10.0,6.0,16.0,18.0,,12.0,12.0,11.0
2261,,7.0,16.0,9.0,,,,7.0,10.0,6.0,16.0,18.0,,13.0,13.0,11.0
2262,,6.0,6.0,5.0,,,,7.0,2.0,6.0,14.0,15.0,,14.0,13.0,11.0
2263,,7.0,13.0,6.0,,,,8.0,8.0,6.0,13.0,16.0,,13.0,13.0,15.0
2264,,7.0,16.0,6.0,,,,7.0,5.0,6.0,14.0,18.0,,14.0,13.0,12.0
2265,,7.0,21.0,20.0,,,,8.0,5.0,6.0,15.0,14.0,,17.0,17.0,12.0
2266,,10.0,9.0,8.0,,,,10.0,1.0,7.0,16.0,18.0,,14.0,14.0,15.0
2267,,23.0,10.0,9.0,,,,23.0,3.0,6.0,16.0,16.0,,14.0,13.0,14.0
2268,,,15.0,8.0,,,,9.0,9.0,6.0,15.0,16.0,,14.0,14.0,12.0
2269,,,18.0,10.0,,,,12.0,9.0,6.0,15.0,16.0,,14.0,14.0,11.0
2270,,23.0,11.0,7.0,,,,8.0,11.0,6.0,17.0,18.0,,13.0,13.0,11.0
2271,,8.0,16.0,8.0,,,,8.0,10.0,6.0,16.0,17.0,,14.0,14.0,11.0
2272,,7.0,7.0,6.0,,,,8.0,2.0,6.0,15.0,18.0,,14.0,14.0,12.0
2273,,7.0,20.0,19.0,,,,7.0,9.0,6.0,16.0,18.0,,14.0,13.0,11.0
2274,,7.0,12.0,6.0,,,,8.0,8.0,6.0,16.0,18.0,,14.0,14.0,12.0
2275,,7.0,7.0,8.0,,,,9.0,3.0,6.0,15.0,17.0,,14.0,14.0,12.0
2276,,7.0,18.0,8.0,,,,8.0,10.0,6.0,16.0,18.0,,14.0,14.0,11.0
2277,,7.0,6.0,6.0,,,,7.0,9.0,7.0,16.0,18.0,,14.0,14.0,12.0
2278,,8.0,8.0,7.0,,,,8.0,9.0,6.0,16.0,18.0,,14.0,14.0,12.0
2279,,8.0,7.0,6.0,,,,8.0,11.0,6.0,15.0,18.0,,14.0,14.0,11.0
